movie_title,avg_compound,avg_positive,avg_neutral,avg_negative,avg_anger,avg_disgust,avg_fear,avg_joy,avg_sadness,avg_surprise
Jumanji: Welcome to the Jungle,0.21461825882395108,0.36661039327581724,0.32799852701447285,0.1519921342299009,0.03586324411910023,0.020107525915276064,0.050201173779205376,0.24686398102979487,0.058098322270282804,0.18753388947652033
Captain America: Civil War,0.16008800403525433,0.31938633279874923,0.30159668886646007,0.1592983295613279,0.03834069463812432,0.011154989612696188,0.04907832236378449,0.13083530454120285,0.11339169409902146,0.25560230200955025
Bohemian Rhapsody,0.36819230577598017,0.48801725001384816,0.2831388949715377,0.1198249431001022,0.041825739457659994,0.016465697967893548,0.04148191592093397,0.3098438718825734,0.11613393469636013,0.1777766072645318
Rogue One: A Star Wars Story,0.3480553969244162,0.5118664111879965,0.2874226440943312,0.16381101080216467,0.05474735830522448,0.014089469188377992,0.022146161260316106,0.29113812643025694,0.08473842161086693,0.2257178219097356
Oppenheimer,0.11616633971532186,0.334002799714605,0.24624371310016915,0.2178364616492763,0.05608702360186721,0.018059348444609546,0.05278299749421418,0.2264129867676335,0.141692536950577,0.17872138950818528
Wolf Warrior 2,0.05314255766570568,0.29749933172327775,0.2547351219345971,0.24435677366796882,0.061584808030747784,0.045208125219020644,0.02936299133754797,0.2559168038136947,0.049793923639226655,0.18339822420850396
Jurassic World Dominion,0.03583953755597273,0.29530510167901713,0.28998760049929845,0.2594655645576616,0.05260856435246141,0.03989101523329733,0.04118426419037857,0.2248659179895185,0.090241049255322,0.19455492300097832
Finding Dory,0.29353946320712565,0.4149494477920234,0.39398852799786255,0.1214099824754521,0.03011125361896115,0.014371097074763327,0.025290030208707272,0.23444845929043368,0.10577703096438196,0.1960135985398665
The Jungle Book,0.09601117044687271,0.27420454350300133,0.32753265991050284,0.17819337226450443,0.05168275114090644,0.039403011928807206,0.04568976799084336,0.1824567755215685,0.09409464552765709,0.15914038236951453
"Hi, Mom",0.06404850040920652,0.3322509503654706,0.2306287866735007,0.26820244886375105,0.041165281342378277,0.05506767567903104,0.017784966404388543,0.24408292022193423,0.153613257924847,0.18073403630226564
Doctor Strange in the Multiverse of Madness,0.05281528968364,0.3120464308699593,0.23953082498395817,0.2592311415495351,0.06818803946836847,0.042336513240734314,0.08510082238062747,0.15564132521220017,0.13147611826891076,0.2277263543033041
Venom,0.1161521639706207,0.3129838464053802,0.3294738476595571,0.19683168349325844,0.15151405836623785,0.0240761984928174,0.0170657555631385,0.14395132459046617,0.0758484893653565,0.17403669944845
Deadpool,0.10223092146217823,0.2900349599464486,0.2928724742024982,0.1878040392595964,0.04724079824013942,0.022806009681274452,0.02280188650397269,0.16784991310987,0.08927112911129366,0.24382445676407466
Ne Zha,0.05874388126035531,0.2723508138116449,0.3242793691243666,0.2136069327003012,0.07613644089200529,0.05257115328024759,0.018815259191517983,0.1559373117556485,0.10296289982041341,0.209297572580399
Spider-Man: Homecoming,0.1417397855470578,0.28497676505396763,0.365923172479185,0.14323697874400143,0.025957333111825052,0.030079954782267986,0.007906374948409648,0.16012983680741552,0.08447260396710284,0.20553072153280177
The Battle at Lake Changjin,-0.21643591521803393,0.2005661604114287,0.2127713744150509,0.41700207544362533,0.11005863955099167,0.050320208455818256,0.06324985719001806,0.22008350037664193,0.11075901556888235,0.1777115386153503
Inside Out,0.05761857767899831,0.2674207692593336,0.30078864097556407,0.20980219130559513,0.07833122066299739,0.040725832379733484,0.022762313403072724,0.1741635291581042,0.10522331782306232,0.16467181122434946
Jumanji: The Next Level,0.17996459358682235,0.3082421829303106,0.3548106473001341,0.12827758999541397,0.028975424808450008,0.01347542695836936,0.018066703746929563,0.2005403974171107,0.0990926040872,0.18503879093099385
