id,video_id,video_title,channel,text,author,published_at,like_count,compound_sentiment,positive_sentiment,neutral_sentiment,negative_sentiment,anger_emotion,disgust_emotion,fear_emotion,joy_emotion,neutral_emotion,sadness_emotion,surprise_emotion
UgzF_BKa7ci52iiWyyN4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"I haven’t seen the movie, but I feel like the CGI was really bad, especially with the dwarves. Could they not have hired real people to play them?",@ohmylanta1726,2025-04-12T21:10:22Z,0,-0.9029074311256409,0.005223119631409645,0.08664635568857193,0.9081305265426636,0.012921823188662529,0.0020590375643223524,0.001373978448100388,0.017994839698076248,0.0007872364367358387,0.9628526568412781,0.0020105335861444473
Ugw6EF4Kukflx4SZ3HR4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,I want my 357mb data i exhausted on this trailer,@confusedungabunga4232,2025-04-12T20:40:30Z,0,-0.48245078325271606,0.080230712890625,0.35708779096603394,0.5626814961433411,0.014964666217565536,0.0008932487107813358,0.001301099662669003,0.0016179010272026062,0.005015994887799025,0.9690452218055725,0.007161814719438553
UgxjrpSKgX2GTg05Y8J4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Mud Brown and the Dumb Thief.,@AvemCeler,2025-04-12T20:36:53Z,0,-0.8115845918655396,0.01757853291928768,0.1532582938671112,0.829163134098053,0.6790851950645447,0.23137299716472626,0.011362113989889622,0.0017634844407439232,0.03240226209163666,0.04192790389060974,0.0020860389340668917
Ugx2uCMIiU_p-TNnzVl4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"thank you guys for this hilarious comment section, i needed a bit of hope after watching this, i say this mainly because i think i've seen better halloween costumes on temu than the oufits worn here.",@BigBackFor_OBCD,2025-04-12T20:23:11Z,1,0.9564975500106812,0.9651928544044495,0.026111802086234093,0.008695288561284542,0.0016515946481376886,0.0004037757171317935,0.0004012582649011165,0.9731691479682922,0.0024996374268084764,0.002130228327587247,0.01974431611597538
UgyrchG6Odvr4p6GVjN4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"I dont understand this, i didnt watched it, why is it bad?",@Mbruzzi,2025-04-12T20:12:41Z,0,-0.8788513541221619,0.006400274112820625,0.10834812372922897,0.8852516412734985,0.036371782422065735,0.016472620889544487,0.010124575346708298,0.0037722475826740265,0.04580211639404297,0.14567318558692932,0.7417834401130676
UgybvdUdtyFrJaa9khl4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Disney saying this is the classic tale is an insult to the original,@ElaUzrek-tv9sq,2025-04-12T19:56:47Z,0,-0.7417740225791931,0.012423146516084671,0.23337970674037933,0.7541971802711487,0.7481034994125366,0.1952534168958664,0.003088111523538828,0.0009390686172991991,0.03473054617643356,0.013193149119615555,0.004692120477557182
UgyA8Ui3Xtn3EOvEs_l4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Disneys relevance will go to straight into the void after this film,@randomstripper3723,2025-04-12T19:47:59Z,0,-0.7817447781562805,0.015649473294615746,0.1869562268257141,0.7973942756652832,0.01249871589243412,0.017051937058568,0.010151662863790989,0.004997850861400366,0.4396711587905884,0.4933861792087555,0.02224249579012394
UgzBmec3mqSa2q70Lbx4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,One of the worst things I’ve seen in a long time,@EduardaBortoli,2025-04-12T19:39:01Z,0,-0.9306649565696716,0.008116760291159153,0.053101520985364914,0.93878173828125,0.04334551841020584,0.40959474444389343,0.00892566330730915,0.01647748425602913,0.002008773386478424,0.5166886448860168,0.0029591552447527647
UgxDqf0A8H-uHPCLXYx4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"Mirror Mirror on the wall, why did Disney ruin them all?",@soup_cat-o4u,2025-04-12T19:21:20Z,0,-0.8623738288879395,0.011197727173566818,0.11523072421550751,0.8735715746879578,0.07785163819789886,0.019477907568216324,0.04714929312467575,0.0015092473477125168,0.12924621999263763,0.09481535106897354,0.6299503445625305
Ugy5TAwsvK4X7bRSJjF4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,77k 👍 2.2M👎 🎉,@AndyMcdonie,2025-04-12T19:21:09Z,1,0.04097561538219452,0.1732710301876068,0.6944335699081421,0.1322954148054123,0.030122017487883568,0.011224937625229359,0.08416691422462463,0.021133825182914734,0.6507158279418945,0.14660455286502838,0.056031957268714905
UgzRrJJEjMrzoEYW3B94AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"ım here because of the memes I saw and decided to check it out, turns out memes are very accurate",@iremtuncay5680,2025-04-12T19:08:33Z,0,0.8041363954544067,0.8128122687339783,0.1785118728876114,0.008675874210894108,0.007216441445052624,0.0015659462660551071,0.0016938037006184459,0.11120263487100601,0.5624263882637024,0.005716713145375252,0.3101780116558075
UgzrlgYX2j2qxoamt0B4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,It is very hilarious to read all these comments. Watched this with my daughter and we loved it ❤❤❤,@r0bert790,2025-04-12T18:44:37Z,0,0.9758231043815613,0.980278730392456,0.01526563335210085,0.004455605987459421,0.0016526586841791868,0.0007605594000779092,0.0004936673794873059,0.9823400974273682,0.0026864493265748024,0.001252330606803298,0.010814267210662365
Ugzefwfcm73b7Ob0khh4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,This movie should be shown to those who disrupt the Minecraft movie,@leoarevalo6786,2025-04-12T18:39:17Z,0,-0.6097402572631836,0.0275383573025465,0.3351830840110779,0.6372786164283752,0.5536670088768005,0.14682602882385254,0.0684153363108635,0.006585299037396908,0.1642911583185196,0.03910919651389122,0.021105993539094925
Ugyz-kJsq-kJIvlmCcN4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,I just opened this vid to dislike,@mahmoodalbaba3191,2025-04-12T18:25:44Z,1,-0.8894162178039551,0.006493012886494398,0.09759767353534698,0.8959092497825623,0.945187509059906,0.004821777809411287,0.0015356786316260695,0.005669564940035343,0.003913055174052715,0.027244877070188522,0.011627549305558205
UgwxTDIKhezUzRfJ3xF4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"I've never cheered on an apple before.
But i suppose there is a first time for everything. :))",@habloverdi7047,2025-04-12T18:22:27Z,0,0.12783269584178925,0.28391867876052856,0.5599953532218933,0.15608598291873932,0.0008117889519780874,0.00028429125086404383,0.0003031637752428651,0.9916020035743713,0.0013528098352253437,0.0014270851388573647,0.00421884236857295
Ugw0Asvb4BoKB-tmzjp4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,I know everyone hates this new Film but I have to say I think it's cool😂😂👏👏,@pascalsmid2806,2025-04-12T18:14:20Z,0,0.5213929414749146,0.6527165174484253,0.21595999598503113,0.13132356107234955,0.00722672650590539,0.0013917292235419154,0.0004146561841480434,0.9787282347679138,0.002462211064994335,0.005811832379549742,0.0039646560326218605
UgxFP6iIKZd1w2DCEgh4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"Rachel has only been honest about the movie's theme she did not create it. Her narcissistic behavior doesn't help the case but this doesn't mean she destroyed the movie, Disney did. Blame the executives to see some change because they chose her for the role and they made the script.",@emacapota1835,2025-04-12T17:48:29Z,0,-0.7980705499649048,0.008681155741214752,0.18456704914569855,0.8067517280578613,0.6665657758712769,0.024659760296344757,0.0015513430116698146,0.005228487309068441,0.2576214373111725,0.0347101055085659,0.00966309942305088
UgwOKqVNlL3e_1NCtvV4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"Of the script was different the actors wher different
The movie plot was different the scene was different 
The just mabey the movei wold be better",@samsQ81,2025-04-12T17:48:09Z,0,-0.06520159542560577,0.14050057530403137,0.6537972688674927,0.20570217072963715,0.014640551060438156,0.003602121025323868,0.003936462104320526,0.172984778881073,0.3881295323371887,0.11876016110181808,0.29794633388519287
Ugwgy2mDTNXD429fc7N4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,ขนาดตัวอย่างยังไม่น่าดูเลย😅,@fayvp6345,2025-04-12T17:40:41Z,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ugw1z8R53H0pujGeYMV4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Jezzz thats so baaaaad,@mightysolutions2660,2025-04-12T17:27:10Z,0,-0.8551474809646606,0.016823356971144676,0.1112058237195015,0.8719708323478699,0.015365038067102432,0.012686777859926224,0.0036308355629444122,0.4833514094352722,0.09872345626354218,0.1901414543390274,0.19610106945037842
UgzqF9cO0JNGCHkvVXt4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,snowbrown with seven cgi ???? hehe😂😂😂😂😂,@oogiioogii1110,2025-04-12T16:51:08Z,1,0.6260386109352112,0.6300901174545288,0.36585837602615356,0.004051495343446732,0.005986106116324663,0.0019224350107833743,0.0011011819588020444,0.10238736867904663,0.3355971872806549,0.0494251474738121,0.5035805106163025
Ugz6Q71NfB_7foYtjZ94AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,sand tan and the 7 hallucinations,@PaigeStarMusic,2025-04-12T16:18:26Z,1,0.022140026092529297,0.14740972220897675,0.7273206114768982,0.12526969611644745,0.03360231965780258,0.10799497365951538,0.4562164545059204,0.0037546202074736357,0.09762249141931534,0.25195765495300293,0.04885156452655792
UgzGQZDIGol4yQ3LJNF4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,the dwarves look like drunk russian nesting dolls,@PaigeStarMusic,2025-04-12T16:17:21Z,0,-0.7789810299873352,0.014229726046323776,0.19255949556827545,0.7932107448577881,0.011465972289443016,0.7826963067054749,0.005552217829972506,0.0028622932732105255,0.17320117354393005,0.015787454321980476,0.008434687741100788
Ugx_PQRcjRX7ugmBPiV4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Bru Snow White is Snow White because her skin was so light in color,@EanCornell218,2025-04-12T16:10:06Z,0,0.006748989224433899,0.14668165147304535,0.7133857011795044,0.13993266224861145,0.009339243173599243,0.027397630736231804,0.007126277778297663,0.054203785955905914,0.7535521984100342,0.04818761721253395,0.10019319504499435
UgwIA6O1ulCTImlhy4l4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Is this movie still in theaters?    I just want to know how long to avoid theaters.,@fasteddie4107,2025-04-12T15:52:40Z,3,-0.48250505328178406,0.03154764324426651,0.4543996751308441,0.51405268907547,0.007030622102320194,0.002204316668212414,0.015611539594829082,0.016700096428394318,0.6739209294319153,0.14851979911327362,0.13601264357566833
Ugwj8eN44_uY8LCgvZ54AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Defenition of a real woke movie,@Wynmerr,2025-04-12T15:51:43Z,2,0.05330926179885864,0.12166211754083633,0.8099851012229919,0.06835285574197769,0.04046713188290596,0.016442755237221718,0.012884508818387985,0.011144057847559452,0.7726828455924988,0.006823351141065359,0.13955533504486084
Ugwgxwpu2nUTZldcmVd4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"This trailer, Its already ruin my eye n my childhood.",@Matumbama,2025-04-12T15:04:50Z,2,-0.9312836527824402,0.006623934488743544,0.05546848103404045,0.9379075765609741,0.00844082422554493,0.0013029820984229445,0.002219264628365636,0.0030096983537077904,0.004217817448079586,0.9729553461074829,0.007854102179408073
UgyCyuKmeWwOcfIQy594AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"But this hair 😢, no, no , no...",@tadatadatada,2025-04-12T14:48:44Z,1,-0.8172503709793091,0.014388129115104675,0.1539733111858368,0.831638514995575,0.011585261672735214,0.015508497133851051,0.008631381206214428,0.007246930152177811,0.07314036041498184,0.2672610878944397,0.616626501083374
UgwaOk0FFeE_CGkA8CN4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Can anyone tell what's exactly wrong in this trailer? Unable to find anything wrong here😢,@palashgoel3094,2025-04-12T14:46:41Z,0,-0.793786346912384,0.008480812422931194,0.1892521232366562,0.8022671341896057,0.024229617789387703,0.01333019882440567,0.03081745095551014,0.00534832663834095,0.49668192863464355,0.30652469396591187,0.12306775897741318
Ugx3NnutTwNSF3G-SLR4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Am I entitled to compensation for watching this?,@jasonbeymer4025,2025-04-12T14:36:25Z,1,-0.39700883626937866,0.02745147794485092,0.5480881929397583,0.4244603216648102,0.044889047741889954,0.001263525802642107,0.012864898890256882,0.27238595485687256,0.025186939164996147,0.590521514415741,0.052888173609972
Ugy1WfmBJ1a7L2Oagvx4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"Imagine losing to Jack black saying ""Chicken Jockey!""💀",@Officially_Random-ing,2025-04-12T14:35:51Z,0,-0.69444739818573,0.015806546434760094,0.27393946051597595,0.7102539539337158,0.09301014244556427,0.01036633551120758,0.13399825990200043,0.05409438535571098,0.5232647657394409,0.03944750130176544,0.1458185911178589
Ugy9X_PkYKe1c_mcHsB4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,The queen is better looking than Snow White,@JackieHim,2025-04-12T14:09:41Z,1,0.8522419929504395,0.8734772205352783,0.10528747737407684,0.021235255524516106,0.01344077568501234,0.007797225844115019,0.0019455446163192391,0.21370358765125275,0.5025707483291626,0.143544539809227,0.11699756234884262
UgwuQ742XkzF3Re6a-J4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"Snow White's
 skin is white as snow right?Now shes called soil brown",@1234567iluvu,2025-04-12T14:02:43Z,1,-0.2159360647201538,0.05038581043481827,0.6832923293113708,0.2663218677043915,0.04203562065958977,0.012959826737642288,0.004374617710709572,0.014761939644813538,0.20199356973171234,0.6636358499526978,0.0602385550737381
Ugw1Xnn8HCPPViPj7Bx4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,hoof hearted ice melted ........you suk,@Youfuktube,2025-04-12T13:59:29Z,0,-0.7152304649353027,0.031201910227537155,0.22236569225788116,0.746432363986969,0.3815551996231079,0.008891082368791103,0.016216814517974854,0.012602917850017548,0.09443693608045578,0.3753506541252136,0.11094636470079422
UgzEW2Cx9z86JKm2C6V4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Disney still not brave enough to DEI Tarzan though 😂,@Animo84,2025-04-12T13:54:17Z,2,-0.7223759293556213,0.009259567596018314,0.2591049373149872,0.7316355109214783,0.015638098120689392,0.0026714277919381857,0.1533190906047821,0.06144654378294945,0.37892791628837585,0.17101708054542542,0.21697992086410522
Ugyd1GUgzYlK23CARRx4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,The most entertaining part of the movie is the end credits,@CameronFox08,2025-04-12T13:37:23Z,0,0.9404892921447754,0.9453116655349731,0.049865882843732834,0.004822376649826765,0.0010612746700644493,0.000864146335516125,0.00046736965305171907,0.9928598999977112,0.0014202134916558862,0.0009358967072330415,0.0023911374155431986
UgwzvCN07pCd1SUufUx4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"If you liked this movie, I'm sorry, but are you sure you were in the right theater?",@Omundodesasah,2025-04-12T13:27:23Z,0,-0.3945607542991638,0.08049517124891281,0.444448858499527,0.4750559329986572,0.006266721524298191,0.001610505161806941,0.0023875278420746326,0.024726567789912224,0.058377888053655624,0.6809956431388855,0.22563518583774567
UgzsaStJ-p6ge-8c7LZ4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"Ehh, Minecraft is better than this",@tinanunez6603,2025-04-12T13:09:03Z,0,0.4700462818145752,0.5998558402061462,0.2703346610069275,0.12980957329273224,0.006178580224514008,0.011441733688116074,0.009881052188575268,0.21622246503829956,0.1320703625679016,0.0244971364736557,0.5997086763381958
UgyHy1oD_6-VlMyWTsl4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"Welp, that’s one way to pour over 270 million dollars down the drain.",@MrAbbie-C2,2025-04-12T13:08:21Z,0,-0.8318045735359192,0.013905198313295841,0.14038501679897308,0.8457098007202148,0.021535556763410568,0.012799610383808613,0.0023545464500784874,0.07133074104785919,0.7445924282073975,0.05274467542767525,0.09464243799448013
UgxdODiAyoP2zm8-cH14AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,We told you so!,@phred196,2025-04-12T13:01:39Z,0,-0.029747791588306427,0.08486106246709824,0.8005301356315613,0.11460885405540466,0.00645009009167552,0.003554154420271516,0.0020222272723913193,0.007580257952213287,0.9104481339454651,0.005784252192825079,0.06416093558073044
UgwWtSKOoG1iCL-OuM54AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"Haters GET A LIFE! It's no wonder your children grow up confused, you waste so much time on such petty things. Find God.💯",@msshaun,2025-04-12T12:57:23Z,1,-0.9422461986541748,0.004620423540472984,0.04851285368204117,0.9468666315078735,0.8670502305030823,0.007101729977875948,0.0021846003364771605,0.0062178922817111015,0.031797222793102264,0.0643356442451477,0.02131275273859501
UgztrjCmvLsLNBhV8e54AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,I couldn't work out if this was a parody trailer or not.,@swoodhall,2025-04-12T12:45:59Z,0,-0.7046103477478027,0.013763326220214367,0.267863005399704,0.7183736562728882,0.025744693353772163,0.006065960507839918,0.02061150036752224,0.012251715175807476,0.18784725666046143,0.4611475169658661,0.2863314151763916
UgzqcHw7sdXOriZXrHx4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"Disney didn't even block the comment section!
😂😂",@AIRhaps,2025-04-12T12:33:59Z,1,-0.48646220564842224,0.02105681225657463,0.4714241027832031,0.507519006729126,0.05642670765519142,0.01908557116985321,0.0017671167152002454,0.0018501816084608436,0.8788522481918335,0.024025581777095795,0.017992664128541946
UgzIdSLYRbVjzYn6Kwd4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Disney has put Tangled Live-Action on hold because of this disaster! Do you think they are finally listening to us??,@CATSWITHKYLA,2025-04-12T12:20:11Z,1,-0.8713744282722473,0.006411434151232243,0.11580272763967514,0.877785861492157,0.022238707169890404,0.006136768497526646,0.011618793942034245,0.004423890728503466,0.7326868772506714,0.014615760184824467,0.20827922224998474
UgzLsy9ppKXRRxFWygR4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"Disgusting, if I was offered to watch an action level movie Snow White wouldn't want to... Haha disgusting hahaha 😂😂😂",@Coquuu,2025-04-12T12:15:53Z,2,-0.901637613773346,0.011715993285179138,0.07493040710687637,0.9133536219596863,0.003323392942547798,0.9888318777084351,0.0034513622522354126,0.0006268013967201114,0.000801625894382596,0.002091766335070133,0.0008732758578844368
Ugw1Rl4s_gXwTcddy0F4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,2.2M Dislikes 💀💀💀💀,@GOTING220,2025-04-12T12:05:19Z,3,-0.35888034105300903,0.04855645075440407,0.5440067648887634,0.4074367880821228,0.10580934584140778,0.08786550164222717,0.012321837246418,0.10995324701070786,0.020708218216896057,0.6382930874824524,0.025048743933439255
UgzZk25eIXutzz6ybqB4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Mirror mirror on the wall how bad will this movie be rejected,@Doodelbox,2025-04-12T11:55:04Z,1,-0.8979092240333557,0.007372901774942875,0.08734492212533951,0.9052821397781372,0.11495236307382584,0.17665202915668488,0.20366793870925903,0.0018576764268800616,0.07765687257051468,0.3873004913330078,0.03791258856654167
UgyiUxcxK7y1C0HDzyd4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"Disney are geniuses, masterminds. They made a movie that no one will ever pirate",@Jason-Grace-YT,2025-04-12T11:47:16Z,1,-0.09321093559265137,0.28499898314476013,0.336791068315506,0.3782099187374115,0.038423702120780945,0.008490883745253086,0.006487405858933926,0.034241341054439545,0.5835921764373779,0.010031089186668396,0.3187333941459656
UgwPquZ7pWY4J96a5Qx4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Sama ugali ni girl 😂,@maverick4884,2025-04-12T11:31:04Z,0,-0.2707897126674652,0.0544586107134819,0.6202930212020874,0.3252483308315277,0.006768079474568367,0.011410046368837357,0.0073362658731639385,0.06651324033737183,0.5946914553642273,0.11700673401355743,0.19627423584461212
UgwB-7BuQhPLPmOt7GR4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,Snow white and the 7 viewers.,@chandler_the_encourager,2025-04-12T11:27:09Z,3,-0.10690829902887344,0.05452347546815872,0.7840448021888733,0.16143177449703217,0.012431340292096138,0.004616335965692997,0.003639597911387682,0.04052102938294411,0.3001331388950348,0.21820242702960968,0.4204561114311218
UgxThbafGkSNxLq1Eml4AaABAg,iV46TJKL8cU,Disney’s Snow White | Official Trailer | In Theaters March 21,Disney,"77,069 Likes to 2,213,634 Disney is finished!  And Rachel Zegler?  Well she is an insufferable, narcissistic activist and I dont see anyone touchimg her with a 10 ft pole.",@Kelly-ng9bj,2025-04-12T11:17:23Z,3,-0.9299535155296326,0.007116992026567459,0.055812571197748184,0.9370704889297485,0.983380913734436,0.0025816180277615786,0.0005903405835852027,0.0009955012938007712,0.004147530533373356,0.00674843043088913,0.0015555687714368105
